movie_id,title,clean_title,year,genres,tags,rating_count,rating_mean,imdb_id,tmdb_id,text
4223,Enemy at the Gates (2001),Enemy at the Gates,2001,Drama War,Ed Harris|Jude Law|Rachel Weisz|sniper|World War II,40,3.5125,0215750,853,Enemy at the Gates Drama War Ed Harris Jude Law Rachel Weisz sniper World War II
4224,Exit Wounds (2001),Exit Wounds,2001,Action Thriller,,2,2.75,0242445,10877,Exit Wounds Action Thriller
4225,"Dish, The (2001)","Dish, The",2001,Comedy,,7,4.0,0205873,5257,"Dish, The Comedy"
4226,Memento (2000),Memento,2000,Mystery Thriller,dark|Mindfuck|nonlinear|psychology|twist ending|mystery|psychological|Backwards. memory|cerebral|dreamlike,159,4.1226,0209144,77,Memento Mystery Thriller dark Mindfuck nonlinear psychology twist ending mystery psychological Backwards. memory cerebral dreamlike
4228,Heartbreakers (2001),Heartbreakers,2001,Comedy Crime Romance,,10,2.15,0125022,10833,Heartbreakers Comedy Crime Romance
4229,Say It Isn't So (2001),Say It Isn't So,2001,Comedy Romance,,4,2.125,0239949,20309,Say It Isn't So Comedy Romance
4231,Someone Like You (2001),Someone Like You,2001,Comedy Romance,,5,3.5,0244970,12658,Someone Like You Comedy Romance
4232,Spy Kids (2001),Spy Kids,2001,Action Adventure Children Comedy,spying,28,2.9464,0227538,10054,Spy Kids Action Adventure Children Comedy spying
4233,Tomcats (2001),Tomcats,2001,Comedy,,6,2.0,0246989,10646,Tomcats Comedy
4234,"Tailor of Panama, The (2001)","Tailor of Panama, The",2001,Drama Thriller,,5,3.2,0236784,2575,"Tailor of Panama, The Drama Thriller"
4235,Amores Perros (Love's a Bitch) (2000),Amores Perros (Love's a Bitch),2000,Drama Thriller,,23,3.9348,0245712,55,Amores Perros (Love's a Bitch) Drama Thriller
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Keep the River on Your Right: A Modern Cannibal Tale,2000,Documentary,,1,3.5,0206187,65075,Keep the River on Your Right: A Modern Cannibal Tale Documentary
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)","Gleaners & I, The (Les glaneurs et la glaneuse)",2000,Documentary,,1,4.0,0247380,44379,"Gleaners & I, The (Les glaneurs et la glaneuse) Documentary"
4238,Along Came a Spider (2001),Along Came a Spider,2001,Action Crime Mystery Thriller,,17,3.1471,0164334,2043,Along Came a Spider Action Crime Mystery Thriller
4239,Blow (2001),Blow,2001,Crime Drama,,51,3.8137,0221027,4133,Blow Crime Drama
4240,Just Visiting (2001),Just Visiting,2001,Comedy Fantasy,,1,2.0,0189192,56715,Just Visiting Comedy Fantasy
4241,Pokémon 3: The Movie (2001),Pokémon 3: The Movie,2001,Animation Children,,5,2.1,0266860,10991,Pokémon 3: The Movie Animation Children
4242,Beautiful Creatures (2000),Beautiful Creatures,2000,Comedy Crime Drama Thriller,,1,2.0,0221889,15940,Beautiful Creatures Comedy Crime Drama Thriller
4243,Brigham City (2001),Brigham City,2001,Crime Drama Mystery,,1,4.0,0268200,26791,Brigham City Crime Drama Mystery
4246,Bridget Jones's Diary (2001),Bridget Jones's Diary,2001,Comedy Drama Romance,singletons,65,3.6231,0243155,634,Bridget Jones's Diary Comedy Drama Romance singletons
4247,Joe Dirt (2001),Joe Dirt,2001,Adventure Comedy Mystery Romance,,21,2.381,0245686,10956,Joe Dirt Adventure Comedy Mystery Romance
4248,Josie and the Pussycats (2001),Josie and the Pussycats,2001,Comedy,,6,1.75,0236348,19366,Josie and the Pussycats Comedy
4251,Chopper (2000),Chopper,2000,Drama Thriller,,1,2.0,0221073,9519,Chopper Drama Thriller
4252,"Circle, The (Dayereh) (2000)","Circle, The (Dayereh)",2000,Drama,,2,3.25,0255094,13898,"Circle, The (Dayereh) Drama"
4254,Crocodile Dundee in Los Angeles (2001),Crocodile Dundee in Los Angeles,2001,Comedy Drama,,13,2.1923,0231402,9290,Crocodile Dundee in Los Angeles Comedy Drama
4255,Freddy Got Fingered (2001),Freddy Got Fingered,2001,Comedy,,10,2.2,0240515,13166,Freddy Got Fingered Comedy
4256,"Center of the World, The (2001)","Center of the World, The",2001,Drama,,3,3.6667,0240402,32590,"Center of the World, The Drama"
4259,"Luzhin Defence, The (2000)","Luzhin Defence, The",2000,Drama Romance,Nabokov,4,3.5,0211492,52654,"Luzhin Defence, The Drama Romance Nabokov"
4260,"Visit, The (2000)","Visit, The",2000,Drama,,1,2.0,0199129,70282,"Visit, The Drama"
4262,Scarface (1983),Scarface,1983,Action Crime Drama,Al Pacino,67,3.9328,0086250,111,Scarface Action Crime Drama Al Pacino
4263,Days of Wine and Roses (1962),Days of Wine and Roses,1962,Drama,alcoholism,2,4.0,0055895,32488,Days of Wine and Roses Drama alcoholism
4265,Driven (2001),Driven,2001,Action Thriller,,5,3.0,0132245,10477,Driven Action Thriller
4267,One Night at McCool's (2001),One Night at McCool's,2001,Comedy,,5,3.4,0203755,2144,One Night at McCool's Comedy
4268,Town & Country (2001),Town & Country,2001,Comedy,,2,2.5,0141907,24113,Town & Country Comedy
4270,"Mummy Returns, The (2001)","Mummy Returns, The",2001,Action Adventure Comedy Thriller,,45,3.0889,0209163,1734,"Mummy Returns, The Action Adventure Comedy Thriller"
4273,Under the Sand (2000),Under the Sand,2000,Drama,,2,4.5,0240913,4973,Under the Sand Drama
4275,Krull (1983),Krull,1983,Action Adventure Fantasy Sci-Fi,,5,2.9,0085811,849,Krull Action Adventure Fantasy Sci-Fi
4276,Lost in America (1985),Lost in America,1985,Comedy,,2,2.5,0089504,27223,Lost in America Comedy
4278,Triumph of the Will (Triumph des Willens) (1934),Triumph of the Will (Triumph des Willens),1934,Documentary,,3,4.1667,0025913,39266,Triumph of the Will (Triumph des Willens) Documentary
4280,"World According to Garp, The (1982)","World According to Garp, The",1982,Comedy Drama Romance,,9,3.5556,0084917,11307,"World According to Garp, The Comedy Drama Romance"
4282,Fellini Satyricon (1969),Fellini Satyricon,1969,Drama Fantasy,,1,3.5,0064940,11163,Fellini Satyricon Drama Fantasy
4284,Frankie and Johnny (1966),Frankie and Johnny,1966,Comedy,,1,3.0,0060429,18691,Frankie and Johnny Comedy
4285,Frankie and Johnny (1991),Frankie and Johnny,1991,Comedy Romance,,3,2.8333,0101912,3784,Frankie and Johnny Comedy Romance
4289,"City of Women, The (Città delle donne, La) (1980)","City of Women, The (Città delle donne, La)",1980,Comedy Drama,,3,2.8333,0080539,11936,"City of Women, The (Città delle donne, La) Comedy Drama"
4290,For the Boys (1991),For the Boys,1991,Comedy Drama Musical,,1,2.0,0101902,25221,For the Boys Comedy Drama Musical
4291,Nine to Five (a.k.a. 9 to 5) (1980),Nine to Five (a.k.a. 9 to 5),1980,Comedy Crime,,11,2.7273,0080319,19494,Nine to Five (a.k.a. 9 to 5) Comedy Crime
4292,Norma Rae (1979),Norma Rae,1979,Drama,Union,2,3.5,0079638,40842,Norma Rae Drama Union
4293,Summer Rental (1985),Summer Rental,1985,Comedy,,4,2.5,0090098,19357,Summer Rental Comedy
4294,"5,000 Fingers of Dr. T, The (1953)","5,000 Fingers of Dr. T, The",1953,Children Fantasy Musical,,2,4.0,0045464,33743,"5,000 Fingers of Dr. T, The Children Fantasy Musical"
4296,Love Story (1970),Love Story,1970,Drama Romance,death,2,3.0,0066011,9062,Love Story Drama Romance death
4297,Pelle the Conqueror (Pelle erobreren) (1987),Pelle the Conqueror (Pelle erobreren),1987,Drama,,2,3.75,0093713,11174,Pelle the Conqueror (Pelle erobreren) Drama
4298,Rififi (Du rififi chez les hommes) (1955),Rififi (Du rififi chez les hommes),1955,Crime Film-Noir Thriller,,2,4.75,0048021,934,Rififi (Du rififi chez les hommes) Crime Film-Noir Thriller
4299,"Knight's Tale, A (2001)","Knight's Tale, A",2001,Action Comedy Romance,,41,3.3415,0183790,9476,"Knight's Tale, A Action Comedy Romance"
4300,Bread and Roses (2000),Bread and Roses,2000,Drama,,3,4.0,0212826,37691,Bread and Roses Drama
4304,Startup.com (2001),Startup.com,2001,Documentary,,5,3.6,0256408,14268,Startup.com Documentary
4305,Angel Eyes (2001),Angel Eyes,2001,Romance Thriller,,4,1.625,0225071,5852,Angel Eyes Romance Thriller
4306,Shrek (2001),Shrek,2001,Adventure Animation Children Comedy Fantasy Romance,fairy tales,170,3.8676,0126029,808,Shrek Adventure Animation Children Comedy Fantasy Romance fairy tales
4307,"Fast Food, Fast Women (2000)","Fast Food, Fast Women",2000,Comedy Romance,,1,4.5,0206742,49453,"Fast Food, Fast Women Comedy Romance"
4308,Moulin Rouge (2001),Moulin Rouge,2001,Drama Musical Romance,,55,3.5909,0203009,824,Moulin Rouge Drama Musical Romance
4310,Pearl Harbor (2001),Pearl Harbor,2001,Action Drama Romance War,,43,2.9651,0213149,676,Pearl Harbor Action Drama Romance War
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Himalaya (Himalaya - l'enfance d'un chef),1999,Adventure Drama,In Netflix queue,2,3.5,0210727,26813,Himalaya (Himalaya - l'enfance d'un chef) Adventure Drama In Netflix queue
4313,"Man Who Cried, The (2000)","Man Who Cried, The",2000,Drama,,2,3.5,0206917,29572,"Man Who Cried, The Drama"
4316,Ice Castles (1978),Ice Castles,1978,Drama,figure skating,2,2.0,0077716,50541,Ice Castles Drama figure skating
4317,Love Potion #9 (1992),Love Potion #9,1992,Comedy Romance,,3,2.5,0102343,26255,Love Potion #9 Comedy Romance
4321,City Slickers (1991),City Slickers,1991,Comedy Western,,31,3.371,0101587,1406,City Slickers Comedy Western
4322,Eight Men Out (1988),Eight Men Out,1988,Drama,,10,3.75,0095082,13554,Eight Men Out Drama
4323,"Horse Soldiers, The (1959)","Horse Soldiers, The",1959,Adventure War Western,,1,4.0,0052902,17664,"Horse Soldiers, The Adventure War Western"
4325,"Night, The (Notte, La) (1960)","Night, The (Notte, La)",1960,Drama,,1,4.0,0054130,41050,"Night, The (Notte, La) Drama"
4326,Mississippi Burning (1988),Mississippi Burning,1988,Crime Drama Thriller,race|rasicm,11,3.5909,0095647,1632,Mississippi Burning Crime Drama Thriller race rasicm
4327,"Magnificent Seven, The (1960)","Magnificent Seven, The",1960,Adventure Western,,16,3.5938,0054047,966,"Magnificent Seven, The Adventure Western"
4329,Rio Bravo (1959),Rio Bravo,1959,Western,,3,3.6667,0053221,301,Rio Bravo Western
4333,Throw Momma from the Train (1987),Throw Momma from the Train,1987,Comedy Crime,Strangers on a Train,10,3.2,0094142,11896,Throw Momma from the Train Comedy Crime Strangers on a Train
4334,Yi Yi (2000),Yi Yi,2000,Drama,,5,4.6,0244316,25538,Yi Yi Drama
4337,"Sand Pebbles, The (1966)","Sand Pebbles, The",1966,Drama Romance War,,2,3.5,0060934,5923,"Sand Pebbles, The Drama Romance War"
4338,Twelve O'Clock High (1949),Twelve O'Clock High,1949,Drama War,,1,4.5,0041996,15497,Twelve O'Clock High Drama War
4339,Von Ryan's Express (1965),Von Ryan's Express,1965,Action Adventure Drama War,,4,3.75,0059885,21876,Von Ryan's Express Action Adventure Drama War
4340,"Animal, The (2001)","Animal, The",2001,Comedy,,11,2.1364,0255798,11090,"Animal, The Comedy"
4342,Big Eden (2000),Big Eden,2000,Drama Romance,,1,4.5,0212815,21056,Big Eden Drama Romance
4343,Evolution (2001),Evolution,2001,Comedy Sci-Fi,really bad|Seann William Scott,27,3.037,0251075,9397,Evolution Comedy Sci-Fi really bad Seann William Scott
4344,Swordfish (2001),Swordfish,2001,Action Crime Drama,,34,3.1029,0244244,9705,Swordfish Action Crime Drama
4345,"Anniversary Party, The (2001)","Anniversary Party, The",2001,Drama,,3,4.0,0254099,26475,"Anniversary Party, The Drama"
4347,Divided We Fall (Musíme si pomáhat) (2000),Divided We Fall (Musíme si pomáhat),2000,Comedy Drama,Holocaust,3,3.8333,0234288,29937,Divided We Fall (Musíme si pomáhat) Comedy Drama Holocaust
4349,Catch-22 (1970),Catch-22,1970,Comedy War,,8,3.75,0065528,10364,Catch-22 Comedy War
4350,Forgotten Silver (1996),Forgotten Silver,1996,Comedy Documentary,,2,4.25,0116344,32458,Forgotten Silver Comedy Documentary
4351,Point Break (1991),Point Break,1991,Action Crime Thriller,,16,3.25,0102685,1089,Point Break Action Crime Thriller
4353,Uncommon Valor (1983),Uncommon Valor,1983,Action War,,1,3.0,0086508,9967,Uncommon Valor Action War
4354,Unlawful Entry (1992),Unlawful Entry,1992,Crime Thriller,,1,2.5,0105699,17494,Unlawful Entry Crime Thriller
4355,Youngblood (1986),Youngblood,1986,Action Drama,,2,2.0,0092272,17465,Youngblood Action Drama
4356,Gentlemen Prefer Blondes (1953),Gentlemen Prefer Blondes,1953,Comedy Musical Romance,In Netflix queue,5,3.8,0045810,759,Gentlemen Prefer Blondes Comedy Musical Romance In Netflix queue
4357,How to Marry a Millionaire (1953),How to Marry a Millionaire,1953,Comedy Drama Romance,,1,4.5,0045891,10297,How to Marry a Millionaire Comedy Drama Romance
4359,"Seven Year Itch, The (1955)","Seven Year Itch, The",1955,Comedy,adultery,8,3.375,0048605,10653,"Seven Year Itch, The Comedy adultery"
4361,Tootsie (1982),Tootsie,1982,Comedy Romance,men in drag,32,3.4219,0084805,9576,Tootsie Comedy Romance men in drag
4366,Atlantis: The Lost Empire (2001),Atlantis: The Lost Empire,2001,Adventure Animation Children Fantasy,,19,3.3421,0230011,10865,Atlantis: The Lost Empire Adventure Animation Children Fantasy
4367,Lara Croft: Tomb Raider (2001),Lara Croft: Tomb Raider,2001,Action Adventure,,40,2.9,0146316,1995,Lara Croft: Tomb Raider Action Adventure
4368,Dr. Dolittle 2 (2001),Dr. Dolittle 2,2001,Comedy,,11,2.3636,0240462,10808,Dr. Dolittle 2 Comedy
4369,"Fast and the Furious, The (2001)","Fast and the Furious, The",2001,Action Crime Thriller,,45,3.0667,0232500,9799,"Fast and the Furious, The Action Crime Thriller"
4370,A.I. Artificial Intelligence (2001),A.I. Artificial Intelligence,2001,Adventure Drama Sci-Fi,android(s)/cyborg(s)|artificial intelligence|Bittersweet|Steven Spielberg|robots,56,3.3393,0212720,644,A.I. Artificial Intelligence Adventure Drama Sci-Fi android(s)/cyborg(s) artificial intelligence Bittersweet Steven Spielberg robots
4371,Baby Boy (2001),Baby Boy,2001,Crime Drama,,1,0.5,0255819,16161,Baby Boy Crime Drama
4372,Crazy/Beautiful (2001),Crazy/Beautiful,2001,Drama Romance,,5,3.4,0250224,10691,Crazy/Beautiful Drama Romance
4373,Pootie Tang (2001),Pootie Tang,2001,Comedy,,3,3.1667,0258038,10615,Pootie Tang Comedy
4374,Let It Snow (1999),Let It Snow,1999,Comedy Romance,,1,4.5,0212517,47596,Let It Snow Comedy Romance
4378,Sexy Beast (2000),Sexy Beast,2000,Crime Drama,,14,3.7143,0203119,11826,Sexy Beast Crime Drama
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)","Princess and the Warrior, The (Krieger und die Kaiserin, Der)",2000,Drama Romance,accident,7,3.8571,0203632,9301,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) Drama Romance accident"
4381,"Closet, The (Placard, Le) (2001)","Closet, The (Placard, Le)",2001,Comedy,,4,3.375,0243493,11444,"Closet, The (Placard, Le) Comedy"
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)","Crimson Rivers, The (Rivières pourpres, Les)",2000,Crime Drama Mystery Thriller,,5,3.5,0228786,60670,"Crimson Rivers, The (Rivières pourpres, Les) Crime Drama Mystery Thriller"
4384,Lumumba (2000),Lumumba,2000,Drama,,1,3.0,0246765,55551,Lumumba Drama
4386,Cats & Dogs (2001),Cats & Dogs,2001,Children Comedy,,11,2.8182,0239395,10992,Cats & Dogs Children Comedy
4387,Kiss of the Dragon (2001),Kiss of the Dragon,2001,Action,,9,3.7778,0271027,2140,Kiss of the Dragon Action
4388,Scary Movie 2 (2001),Scary Movie 2,2001,Comedy,,26,2.6538,0257106,4248,Scary Movie 2 Comedy
4389,Lost and Delirious (2001),Lost and Delirious,2001,Drama,,4,3.625,0245238,17612,Lost and Delirious Drama
4390,Rape Me (Baise-moi) (2000),Rape Me (Baise-moi),2000,Crime Drama Thriller,,2,3.5,0249380,3134,Rape Me (Baise-moi) Crime Drama Thriller
4392,Alice (1990),Alice,1990,Comedy Drama Fantasy Romance,,3,3.0,0099012,8217,Alice Comedy Drama Fantasy Romance
4393,Another Woman (1988),Another Woman,1988,Drama,,1,4.5,0094663,22478,Another Woman Drama
4394,Beach Blanket Bingo (1965),Beach Blanket Bingo,1965,Comedy Musical,,1,1.5,0058953,26483,Beach Blanket Bingo Comedy Musical
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Big Deal on Madonna Street (I Soliti Ignoti),1958,Comedy Crime,,1,4.0,0052216,24382,Big Deal on Madonna Street (I Soliti Ignoti) Comedy Crime
4396,"Cannonball Run, The (1981)","Cannonball Run, The",1981,Action Comedy,race,10,2.75,0082136,11286,"Cannonball Run, The Action Comedy race"
4397,Cannonball Run II (1984),Cannonball Run II,1984,Action Comedy,,2,2.5,0087032,11950,Cannonball Run II Action Comedy
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)","Diary of a Chambermaid (Journal d'une femme de chambre, Le)",1964,Comedy Drama,,2,3.75,0058249,36245,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) Comedy Drama"
4402,Dr. Goldfoot and the Bikini Machine (1965),Dr. Goldfoot and the Bikini Machine,1965,Comedy,,1,5.0,0059124,26573,Dr. Goldfoot and the Bikini Machine Comedy
4403,"Fall of the House of Usher, The (House of Usher) (1960)","Fall of the House of Usher, The (House of Usher)",1960,Horror,,2,3.0,0053925,23439,"Fall of the House of Usher, The (House of Usher) Horror"
4404,Faust (1926),Faust,1926,Drama Fantasy Horror,In Netflix queue,1,4.0,0016847,10728,Faust Drama Fantasy Horror In Netflix queue
4406,"Man Who Shot Liberty Valance, The (1962)","Man Who Shot Liberty Valance, The",1962,Crime Drama Western,,5,4.4,0056217,11697,"Man Who Shot Liberty Valance, The Crime Drama Western"
4407,Salvador (1986),Salvador,1986,Drama Thriller War,,1,4.5,0091886,6106,Salvador Drama Thriller War
4408,September (1987),September,1987,Drama,,1,3.5,0093940,22477,September Drama
4409,Shadows and Fog (1991),Shadows and Fog,1991,Comedy Drama Mystery Thriller,,3,3.3333,0105378,19200,Shadows and Fog Comedy Drama Mystery Thriller
4410,Something Wild (1986),Something Wild,1986,Comedy Crime Drama,,1,4.0,0091983,11300,Something Wild Comedy Crime Drama
4412,"Thing with Two Heads, The (1972)","Thing with Two Heads, The",1972,Comedy Horror Sci-Fi,,2,0.75,0069372,28650,"Thing with Two Heads, The Comedy Horror Sci-Fi"
4419,All That Heaven Allows (1955),All That Heaven Allows,1955,Drama Romance,,4,4.25,0047811,43316,All That Heaven Allows Drama Romance
4420,"Barefoot Contessa, The (1954)","Barefoot Contessa, The",1954,Drama,,1,3.0,0046754,34689,"Barefoot Contessa, The Drama"
4422,Cries and Whispers (Viskningar och rop) (1972),Cries and Whispers (Viskningar och rop),1972,Drama,,2,4.0,0069467,10238,Cries and Whispers (Viskningar och rop) Drama
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)","Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",1970,Drama,,3,3.6667,0065777,4789,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) Drama"
4426,Kiss Me Deadly (1955),Kiss Me Deadly,1955,Film-Noir,,2,4.0,0048261,18030,Kiss Me Deadly Film-Noir
4427,"Lion in Winter, The (1968)","Lion in Winter, The",1968,Drama,,9,3.6667,0063227,18988,"Lion in Winter, The Drama"
4428,"Misfits, The (1961)","Misfits, The",1961,Comedy Drama Romance Western,,2,3.25,0055184,11536,"Misfits, The Comedy Drama Romance Western"
4429,Moby Dick (1956),Moby Dick,1956,Drama,,2,4.5,0049513,10339,Moby Dick Drama
4432,Sweet Smell of Success (1957),Sweet Smell of Success,1957,Drama Film-Noir,,4,4.125,0051036,976,Sweet Smell of Success Drama Film-Noir
4433,Written on the Wind (1956),Written on the Wind,1956,Drama,,2,4.25,0049966,69605,Written on the Wind Drama
4434,"10th Victim, The (La decima vittima) (1965)","10th Victim, The (La decima vittima)",1965,Action Comedy Sci-Fi Thriller,,1,4.0,0059095,65632,"10th Victim, The (La decima vittima) Action Comedy Sci-Fi Thriller"
4436,Obsession (1976),Obsession,1976,Mystery Thriller,,1,3.0,0074991,4780,Obsession Mystery Thriller
4437,Suspiria (1977),Suspiria,1977,Horror,,8,3.9375,0076786,11906,Suspiria Horror
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)","Fist of Fury (Chinese Connection, The) (Jing wu men)",1972,Action Drama Romance Thriller,,3,3.8333,0068767,11713,"Fist of Fury (Chinese Connection, The) (Jing wu men) Action Drama Romance Thriller"
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),1981,Drama,,4,3.625,0082176,9589,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) Drama
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)","Big Boss, The (Fists of Fury) (Tang shan da xiong)",1971,Action Thriller,,2,3.75,0067824,12481,"Big Boss, The (Fists of Fury) (Tang shan da xiong) Action Thriller"
4441,Game of Death (1978),Game of Death,1978,Action,,3,4.1667,0077594,13333,Game of Death Action
4442,"Last Dragon, The (1985)","Last Dragon, The",1985,Action Comedy Drama,,3,2.6667,0089461,13938,"Last Dragon, The Action Comedy Drama"
4443,Outland (1981),Outland,1981,Action Sci-Fi Thriller,,2,2.75,0082869,10540,Outland Action Sci-Fi Thriller
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)","Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",1972,Action Crime,,3,4.1667,0068935,9462,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) Action Crime"
4445,T-Rex: Back to the Cretaceous (1998),T-Rex: Back to the Cretaceous,1998,Adventure Documentary IMAX,,1,4.0,0163862,82623,T-Rex: Back to the Cretaceous Adventure Documentary IMAX
4446,Final Fantasy: The Spirits Within (2001),Final Fantasy: The Spirits Within,2001,Adventure Animation Fantasy Sci-Fi,sci-fi,31,3.3548,0173840,2114,Final Fantasy: The Spirits Within Adventure Animation Fantasy Sci-Fi sci-fi
4447,Legally Blonde (2001),Legally Blonde,2001,Comedy Romance,lawyers,64,3.1562,0250494,8835,Legally Blonde Comedy Romance lawyers
4448,"Score, The (2001)","Score, The",2001,Action Drama,heist|boring,20,3.55,0227445,11371,"Score, The Action Drama heist boring"
4449,Adanggaman (2000),Adanggaman,2000,Drama,,1,2.0,0262210,78248,Adanggaman Drama
4450,Bully (2001),Bully,2001,Crime Drama Thriller,,7,3.6429,0242193,9517,Bully Crime Drama Thriller
4451,Jump Tomorrow (2001),Jump Tomorrow,2001,Comedy Drama Romance,,1,3.5,0273300,25985,Jump Tomorrow Comedy Drama Romance
4452,Made (2001),Made,2001,Comedy,,6,2.6667,0227005,15745,Made Comedy
4453,Michael Jordan to the Max (2000),Michael Jordan to the Max,2000,Documentary IMAX,,1,3.5,0245280,24977,Michael Jordan to the Max Documentary IMAX
4454,More (1998),More,1998,Animation Drama Sci-Fi IMAX,claymation|creativity|dystopia|free to download|imagination|no dialogue|social commentary,1,5.0,0188913,36107,More Animation Drama Sci-Fi IMAX claymation creativity dystopia free to download imagination no dialogue social commentary
4458,Africa: The Serengeti (1994),Africa: The Serengeti,1994,Documentary IMAX,,1,4.0,0109049,13794,Africa: The Serengeti Documentary IMAX
4459,Alaska: Spirit of the Wild (1997),Alaska: Spirit of the Wild,1997,Documentary IMAX,,1,4.0,0130445,13795,Alaska: Spirit of the Wild Documentary IMAX
4462,18 Again! (1988),18 Again!,1988,Comedy Fantasy,,2,1.5,0094593,38965,18 Again! Comedy Fantasy
4463,1969 (1988),1969,1988,Drama War,,1,2.0,0094594,47817,1969 Drama War
4464,"Accidental Tourist, The (1988)","Accidental Tourist, The",1988,Comedy Drama Romance,,5,3.6,0094606,31052,"Accidental Tourist, The Comedy Drama Romance"
4465,"Accused, The (1988)","Accused, The",1988,Drama,rape,5,3.7,0094608,10868,"Accused, The Drama rape"
4466,Above the Law (1988),Above the Law,1988,Action Crime Drama,,2,2.5,0094602,9395,Above the Law Action Crime Drama
4467,"Adventures of Baron Munchausen, The (1988)","Adventures of Baron Munchausen, The",1988,Adventure Comedy Fantasy,,13,3.7692,0096764,14506,"Adventures of Baron Munchausen, The Adventure Comedy Fantasy"
4470,Ariel (1988),Ariel,1988,Drama,,2,3.0,0094675,2,Ariel Drama
4471,Arthur 2: On the Rocks (1988),Arthur 2: On the Rocks,1988,Comedy Romance,,3,1.5,0094678,26044,Arthur 2: On the Rocks Comedy Romance
4473,Bat*21 (1988),Bat*21,1988,Drama War,,1,3.0,0094712,14911,Bat*21 Drama War
4474,Beaches (1988),Beaches,1988,Comedy Drama Musical,,5,2.9,0094715,15592,Beaches Comedy Drama Musical
4475,"Beast of War, The (Beast, The) (1988)","Beast of War, The (Beast, The)",1988,Drama War,,1,4.0,0094716,15267,"Beast of War, The (Beast, The) Drama War"
4476,Big Business (1988),Big Business,1988,Comedy,twins,3,2.3333,0094739,12710,Big Business Comedy twins
4477,Big Top Pee-Wee (1988),Big Top Pee-Wee,1988,Adventure Children Comedy,circus,8,1.9375,0094744,30502,Big Top Pee-Wee Adventure Children Comedy circus
4478,Biloxi Blues (1988),Biloxi Blues,1988,Comedy Drama,,2,3.5,0094746,19382,Biloxi Blues Comedy Drama
4480,"Blob, The (1988)","Blob, The",1988,Horror Sci-Fi,,3,2.8333,0094761,9599,"Blob, The Horror Sci-Fi"
4482,"Bright Lights, Big City (1988)","Bright Lights, Big City",1988,Drama,,3,3.1667,0094799,17170,"Bright Lights, Big City Drama"
4483,Caddyshack II (1988),Caddyshack II,1988,Comedy,,3,1.5,0094824,18509,Caddyshack II Comedy
4484,Camille Claudel (1988),Camille Claudel,1988,Drama,,2,3.75,0094828,110428,Camille Claudel Drama
4487,Cocktail (1988),Cocktail,1988,Drama Romance,,11,2.9545,0094889,7520,Cocktail Drama Romance
4488,Colors (1988),Colors,1988,Action Crime Drama,,3,3.3333,0094894,10126,Colors Action Crime Drama
4489,Coming to America (1988),Coming to America,1988,Comedy Romance,Africa|immigrants,24,3.4583,0094898,9602,Coming to America Comedy Romance Africa immigrants
4490,"Couch Trip, The (1988)","Couch Trip, The",1988,Comedy,,1,2.0,0094910,23752,"Couch Trip, The Comedy"
4492,Critters (1986),Critters,1986,Comedy Sci-Fi,,3,3.0,0090887,3980,Critters Comedy Sci-Fi
4495,Crossing Delancey (1988),Crossing Delancey,1988,Comedy Romance,New York,1,5.0,0094921,27397,Crossing Delancey Comedy Romance New York
4496,D.O.A. (1988),D.O.A.,1988,Film-Noir Mystery Thriller,,1,3.5,0094933,9748,D.O.A. Film-Noir Mystery Thriller
4497,Dead Heat (1988),Dead Heat,1988,Action Comedy Horror Sci-Fi,,1,3.0,0094961,40095,Dead Heat Action Comedy Horror Sci-Fi
4498,"Dead Pool, The (1988)","Dead Pool, The",1988,Action Crime Thriller,,6,3.0,0094963,10651,"Dead Pool, The Action Crime Thriller"
4499,Dirty Rotten Scoundrels (1988),Dirty Rotten Scoundrels,1988,Comedy,,16,4.125,0095031,10141,Dirty Rotten Scoundrels Comedy
4500,Drowning by Numbers (1988),Drowning by Numbers,1988,Comedy Drama,,1,4.0,0092929,27362,Drowning by Numbers Comedy Drama
